timestamp,open,high,low,close,volume
2021-01-01 23:00:00+00:00,29012.5,29111.08,28881.45,28972.05,53.4138
2021-01-02 00:00:00+00:00,28972.05,28972.6,28803.13,28852.55,93.0122
2021-01-02 01:00:00+00:00,28852.55,28951.04,28682.06,28755.44,17.8983
2021-01-02 02:00:00+00:00,28755.44,28984.86,28656.96,28913.25,20.2617
2021-01-02 03:00:00+00:00,28913.25,29042.36,28840.27,29023.46,93.6669
2021-01-02 04:00:00+00:00,29023.46,29237.99,28983.1,29147.87,95.2744
2021-01-02 05:00:00+00:00,29147.87,29378.3,29070.63,29278.11,38.3246
2021-01-02 06:00:00+00:00,29278.11,29946.82,29199.43,29916.39,41.9648
2021-01-02 07:00:00+00:00,29916.39,30026.34,29685.02,29799.52,50.7205
2021-01-02 08:00:00+00:00,29799.52,29853.69,29607.72,29651.71,47.4546
2021-01-02 09:00:00+00:00,29651.71,29723.29,29365.79,29415.81,27.1041
2021-01-02 10:00:00+00:00,29415.81,29718.59,29320.25,29602.0,90.8538
2021-01-02 11:00:00+00:00,29602.0,29985.89,29542.12,29942.59,32.7977
2021-01-02 12:00:00+00:00,29942.59,30039.98,29824.84,29912.97,73.4745
2021-01-02 13:00:00+00:00,29912.97,29951.07,29612.61,29667.16,16.044
2021-01-02 14:00:00+00:00,29667.16,29762.0,29402.61,29427.98,13.4876
2021-01-02 15:00:00+00:00,29427.98,29695.69,29340.26,29624.5,68.8357
2021-01-02 16:00:00+00:00,29624.5,29875.82,29608.96,29849.99,40.5114
2021-01-02 17:00:00+00:00,29849.99,30066.77,29826.28,30017.06,68.9913
2021-01-02 18:00:00+00:00,30017.06,30055.2,29747.66,29822.43,18.4619
2021-01-02 19:00:00+00:00,29822.43,29905.57,29733.29,29896.23,95.4866
2021-01-02 20:00:00+00:00,29896.23,29939.2,29789.24,29935.63,77.3663
2021-01-02 21:00:00+00:00,29935.63,30047.25,29902.99,30005.66,88.8641
2021-01-02 22:00:00+00:00,30005.66,30275.13,29992.37,30272.83,22.2823
2021-01-02 23:00:00+00:00,30272.83,30365.23,30157.06,30345.14,38.8145
2021-01-03 00:00:00+00:00,30345.14,30645.08,30326.4,30556.44,43.151
2021-01-03 01:00:00+00:00,30556.44,30668.3,30532.28,30581.69,58.3455
2021-01-03 02:00:00+00:00,30581.69,30765.46,30546.05,30674.83,36.7182
2021-01-03 03:00:00+00:00,30674.83,30912.89,30609.88,30873.72,15.4568
2021-01-03 04:00:00+00:00,30873.72,30983.64,30324.21,30431.67,43.1991
2021-01-03 05:00:00+00:00,30431.67,30503.96,30246.8,30339.1,32.9094
2021-01-03 06:00:00+00:00,30339.1,30354.39,30115.7,30201.25,44.7329
2021-01-03 07:00:00+00:00,30201.25,30218.62,29992.39,30013.42,27.7264
2021-01-03 08:00:00+00:00,30013.42,30096.63,29892.62,29935.44,33.5707
2021-01-03 09:00:00+00:00,29935.44,30411.91,29878.16,30390.88,66.4257
2021-01-03 10:00:00+00:00,30390.88,30452.55,30115.63,30133.4,44.9338
2021-01-03 11:00:00+00:00,30133.4,30551.88,30100.45,30431.16,41.0845
2021-01-03 12:00:00+00:00,30431.16,30431.65,29890.91,29927.82,58.0515
2021-01-03 13:00:00+00:00,29927.82,29929.8,29817.05,29832.24,79.4674
2021-01-03 14:00:00+00:00,29832.24,30004.03,29766.58,29885.31,44.0981
2021-01-03 15:00:00+00:00,29885.31,30135.84,29801.03,30065.53,62.8768
2021-01-03 16:00:00+00:00,30065.53,30300.04,30057.12,30284.67,96.9582
2021-01-03 17:00:00+00:00,30284.67,30640.05,30226.39,30530.47,56.9782
2021-01-03 18:00:00+00:00,30530.47,30637.98,30333.54,30428.75,91.8818
2021-01-03 19:00:00+00:00,30428.75,30494.01,30202.29,30292.93,81.4305
2021-01-03 20:00:00+00:00,30292.93,30634.54,30194.16,30558.54,15.2847
2021-01-03 21:00:00+00:00,30558.54,30591.93,30450.01,30504.71,48.6189
2021-01-03 22:00:00+00:00,30504.71,30510.87,30023.68,30122.55,72.8487
2021-01-03 23:00:00+00:00,30122.55,30194.19,29758.89,29787.57,98.8041
2021-01-04 00:00:00+00:00,29787.57,29822.69,29476.77,29519.37,51.2539
2021-01-04 01:00:00+00:00,29519.37,29749.71,29498.55,29670.95,18.3507
2021-01-04 02:00:00+00:00,29670.95,29817.1,29615.46,29717.69,60.5808
2021-01-04 03:00:00+00:00,29717.69,29930.26,29671.09,29928.09,21.3907
2021-01-04 04:00:00+00:00,29928.09,29999.4,29776.24,29804.96,77.6368
2021-01-04 05:00:00+00:00,29804.96,29884.35,29715.34,29856.73,55.6909
2021-01-04 06:00:00+00:00,29856.73,30153.64,29819.25,30048.6,75.1088
2021-01-04 07:00:00+00:00,30048.6,30079.09,29927.59,29960.29,88.2426
2021-01-04 08:00:00+00:00,29960.29,30175.51,29944.6,30101.97,66.6053
2021-01-04 09:00:00+00:00,30101.97,30168.62,29855.36,29907.86,65.1195
2021-01-04 10:00:00+00:00,29907.86,29955.25,29767.83,29803.94,77.9113
2021-01-04 11:00:00+00:00,29803.94,29884.73,29650.98,29694.84,85.821
2021-01-04 12:00:00+00:00,29694.84,29781.05,29318.55,29346.26,88.2148
2021-01-04 13:00:00+00:00,29346.26,29560.82,29256.67,29493.94,13.2787
2021-01-04 14:00:00+00:00,29493.94,29583.41,29251.0,29360.22,60.0571
2021-01-04 15:00:00+00:00,29360.22,29483.82,29301.74,29368.29,29.4642
2021-01-04 16:00:00+00:00,29368.29,29563.74,29292.76,29514.25,87.4311
2021-01-04 17:00:00+00:00,29514.25,29711.81,29411.87,29650.78,68.3558
2021-01-04 18:00:00+00:00,29650.78,29854.69,29532.31,29853.21,47.82
2021-01-04 19:00:00+00:00,29853.21,29948.26,29755.09,29828.29,26.9294
2021-01-04 20:00:00+00:00,29828.29,29890.36,29601.02,29706.75,40.5121
2021-01-04 21:00:00+00:00,29706.75,29755.23,29579.64,29687.53,73.34
2021-01-04 22:00:00+00:00,29687.53,29698.7,29102.76,29195.19,28.3924
2021-01-04 23:00:00+00:00,29195.19,29299.08,28727.0,28780.06,18.4225
2021-01-05 00:00:00+00:00,28780.06,28825.53,28396.93,28406.15,89.9226
2021-01-05 01:00:00+00:00,28406.15,28483.71,28126.72,28128.5,78.7789
2021-01-05 02:00:00+00:00,28128.5,28262.29,28074.81,28245.41,27.9815
2021-01-05 03:00:00+00:00,28245.41,28354.05,27939.65,27995.01,36.308
2021-01-05 04:00:00+00:00,27995.01,28014.99,27848.07,27893.53,97.4863
2021-01-05 05:00:00+00:00,27893.53,28285.09,27830.13,28262.53,73.7366
2021-01-05 06:00:00+00:00,28262.53,28359.64,28104.03,28166.24,64.947
2021-01-05 07:00:00+00:00,28166.24,28482.59,28071.99,28379.0,37.6866
2021-01-05 08:00:00+00:00,28379.0,28403.08,28107.28,28119.5,36.9213
2021-01-05 09:00:00+00:00,28119.5,28172.34,28040.72,28066.0,13.5571
2021-01-05 10:00:00+00:00,28066.0,28148.34,27716.6,27804.8,75.5634
2021-01-05 11:00:00+00:00,27804.8,27902.49,27620.86,27714.85,13.8858
2021-01-05 12:00:00+00:00,27714.85,27995.29,27604.56,27952.91,10.4372
2021-01-05 13:00:00+00:00,27952.91,28010.72,27382.4,27478.34,75.6546
2021-01-05 14:00:00+00:00,27478.34,27684.01,27380.53,27602.12,95.3986
2021-01-05 15:00:00+00:00,27602.12,27752.89,27567.41,27671.96,78.0853
2021-01-05 16:00:00+00:00,27671.96,27758.63,27467.96,27512.16,52.4476
2021-01-05 17:00:00+00:00,27512.16,27574.89,27092.17,27121.25,53.7441
2021-01-05 18:00:00+00:00,27121.25,27156.25,27055.48,27144.89,49.2523
2021-01-05 19:00:00+00:00,27144.89,27243.05,26904.18,27005.59,39.2179
2021-01-05 20:00:00+00:00,27005.59,27166.3,26968.37,27072.56,56.9543
2021-01-05 21:00:00+00:00,27072.56,27169.0,27012.25,27082.54,48.8036
2021-01-05 22:00:00+00:00,27082.54,27534.96,27050.44,27523.97,63.8351
2021-01-05 23:00:00+00:00,27523.97,27546.47,27443.63,27462.28,90.8308
2021-01-06 00:00:00+00:00,27462.28,27543.97,27165.49,27186.72,99.5508
2021-01-06 01:00:00+00:00,27186.72,27242.11,27180.42,27239.59,17.0869
2021-01-06 02:00:00+00:00,27239.59,27410.62,27136.15,27303.68,44.6215
2021-01-06 03:00:00+00:00,27303.68,27723.23,27259.67,27681.47,26.2636
2021-01-06 04:00:00+00:00,27681.47,27998.12,27589.11,27917.8,41.6908
2021-01-06 05:00:00+00:00,27917.8,28121.29,27841.71,28021.81,35.8726
2021-01-06 06:00:00+00:00,28021.81,28484.02,28000.29,28439.13,25.7083
2021-01-06 07:00:00+00:00,28439.13,28475.43,28087.55,28107.27,78.7668
2021-01-06 08:00:00+00:00,28107.27,28175.71,27841.5,27932.22,54.666
2021-01-06 09:00:00+00:00,27932.22,27997.13,27649.45,27678.75,92.7321
2021-01-06 10:00:00+00:00,27678.75,27724.05,27474.47,27575.21,12.9333
2021-01-06 11:00:00+00:00,27575.21,27641.58,27187.02,27202.26,16.028
2021-01-06 12:00:00+00:00,27202.26,27482.14,27128.52,27379.7,46.2946
2021-01-06 13:00:00+00:00,27379.7,27430.91,27234.0,27323.02,17.225
2021-01-06 14:00:00+00:00,27323.02,27344.52,26902.79,26928.13,33.6457
2021-01-06 15:00:00+00:00,26928.13,26968.76,26630.58,26660.03,98.7427
2021-01-06 16:00:00+00:00,26660.03,26789.93,26557.18,26747.76,28.8064
2021-01-06 17:00:00+00:00,26747.76,26991.08,26719.45,26976.93,27.8306
2021-01-06 18:00:00+00:00,26976.93,27543.06,26930.53,27525.13,61.6277
2021-01-06 19:00:00+00:00,27525.13,28420.83,27477.51,28343.22,54.8198
2021-01-06 20:00:00+00:00,28343.22,28503.85,28314.54,28465.19,62.2394
2021-01-06 21:00:00+00:00,28465.19,28573.92,28101.66,28189.14,43.9062
2021-01-06 22:00:00+00:00,28189.14,28216.6,27513.42,27598.63,84.4086
2021-01-06 23:00:00+00:00,27598.63,27687.72,27556.87,27676.77,22.4722
2021-01-07 00:00:00+00:00,27676.77,27760.18,27365.08,27456.8,48.5553
2021-01-07 01:00:00+00:00,27456.8,27553.56,27323.79,27347.1,72.0786
2021-01-07 02:00:00+00:00,27347.1,27377.52,27183.83,27184.29,88.1413
2021-01-07 03:00:00+00:00,27184.29,27206.27,27088.09,27150.12,43.2614
2021-01-07 04:00:00+00:00,27150.12,27465.59,27042.16,27445.2,61.0971
2021-01-07 05:00:00+00:00,27445.2,27549.86,27440.96,27492.46,16.2226
2021-01-07 06:00:00+00:00,27492.46,27543.97,27430.16,27453.0,25.3287
2021-01-07 07:00:00+00:00,27453.0,27481.49,27117.82,27174.22,16.2224
2021-01-07 08:00:00+00:00,27174.22,27179.13,26640.35,26726.94,75.5093
2021-01-07 09:00:00+00:00,26726.94,26778.41,26591.79,26601.27,35.9254
2021-01-07 10:00:00+00:00,26601.27,26703.35,26548.92,26590.95,75.1371
2021-01-07 11:00:00+00:00,26590.95,27139.96,26511.49,27069.3,15.9758
2021-01-07 12:00:00+00:00,27069.3,27162.39,27029.07,27108.66,87.6293
2021-01-07 13:00:00+00:00,27108.66,27392.61,27088.18,27380.49,85.1977
2021-01-07 14:00:00+00:00,27380.49,27408.13,27226.9,27248.2,18.0036
2021-01-07 15:00:00+00:00,27248.2,27280.33,26887.1,26931.27,12.1381
2021-01-07 16:00:00+00:00,26931.27,27013.66,26625.45,26676.61,15.066
2021-01-07 17:00:00+00:00,26676.61,26770.16,26396.5,26487.81,86.8267
2021-01-07 18:00:00+00:00,26487.81,27159.3,26419.77,27061.7,31.1233
2021-01-07 19:00:00+00:00,27061.7,27168.28,26770.22,26844.36,59.3446
2021-01-07 20:00:00+00:00,26844.36,27180.84,26738.8,27074.45,48.362
2021-01-07 21:00:00+00:00,27074.45,27177.66,26790.9,26835.11,81.5973
2021-01-07 22:00:00+00:00,26835.11,27098.11,26791.82,27090.33,54.0008
2021-01-07 23:00:00+00:00,27090.33,27213.89,26990.28,27198.9,55.0595
2021-01-08 00:00:00+00:00,27198.9,27232.02,27133.69,27160.4,99.0183
2021-01-08 01:00:00+00:00,27160.4,27220.47,27074.14,27153.4,23.5117
2021-01-08 02:00:00+00:00,27153.4,27163.94,26898.8,26980.23,84.7634
2021-01-08 03:00:00+00:00,26980.23,27196.62,26969.68,27104.92,14.6575
2021-01-08 04:00:00+00:00,27104.92,27171.79,26935.38,26985.92,52.9884
2021-01-08 05:00:00+00:00,26985.92,27044.47,26639.81,26661.2,89.7701
2021-01-08 06:00:00+00:00,26661.2,26678.83,26307.08,26326.6,69.8693
2021-01-08 07:00:00+00:00,26326.6,26402.76,26277.76,26376.04,71.6693
2021-01-08 08:00:00+00:00,26376.04,26817.05,26345.5,26799.86,33.6986
2021-01-08 09:00:00+00:00,26799.86,26938.29,26714.53,26846.8,47.6717
2021-01-08 10:00:00+00:00,26846.8,26909.54,26721.63,26818.99,42.9923
2021-01-08 11:00:00+00:00,26818.99,26978.89,26732.88,26899.79,56.9299
2021-01-08 12:00:00+00:00,26899.79,27289.77,26871.17,27257.5,51.6005
2021-01-08 13:00:00+00:00,27257.5,27362.03,27227.61,27321.46,39.4209
2021-01-08 14:00:00+00:00,27321.46,27365.7,27185.77,27213.5,37.4933
2021-01-08 15:00:00+00:00,27213.5,27604.02,27198.8,27520.36,32.5768
2021-01-08 16:00:00+00:00,27520.36,27728.15,27416.46,27642.75,42.8543
2021-01-08 17:00:00+00:00,27642.75,28097.99,27598.3,28074.77,23.4947
2021-01-08 18:00:00+00:00,28074.77,28236.42,28049.53,28130.47,88.4894
2021-01-08 19:00:00+00:00,28130.47,28144.05,27698.17,27792.29,64.1907
2021-01-08 20:00:00+00:00,27792.29,27891.92,27374.97,27418.75,22.0408
2021-01-08 21:00:00+00:00,27418.75,27890.55,27414.9,27879.36,72.4473
2021-01-08 22:00:00+00:00,27879.36,28398.34,27861.3,28368.32,86.29
2021-01-08 23:00:00+00:00,28368.32,28464.38,28249.27,28321.69,31.3782
2021-01-09 00:00:00+00:00,28321.69,28342.02,28129.24,28217.61,23.5541
2021-01-09 01:00:00+00:00,28217.61,28684.69,28193.8,28637.31,10.7756
2021-01-09 02:00:00+00:00,28637.31,28688.84,28222.34,28326.28,14.2525
2021-01-09 03:00:00+00:00,28326.28,28354.07,27982.6,28078.18,78.6026
2021-01-09 04:00:00+00:00,28078.18,28343.93,27982.9,28263.64,98.8468
2021-01-09 05:00:00+00:00,28263.64,28359.88,28130.91,28156.55,14.0392
2021-01-09 06:00:00+00:00,28156.55,28257.84,28150.86,28159.33,77.3264
2021-01-09 07:00:00+00:00,28159.33,28197.55,28020.0,28117.56,16.4676
2021-01-09 08:00:00+00:00,28117.56,28276.79,28083.17,28216.87,63.292
2021-01-09 09:00:00+00:00,28216.87,28649.56,28147.02,28621.12,78.0468
2021-01-09 10:00:00+00:00,28621.12,28679.41,28534.12,28651.36,42.3284
2021-01-09 11:00:00+00:00,28651.36,28859.38,28636.65,28840.77,10.9841
2021-01-09 12:00:00+00:00,28840.77,28949.22,28171.48,28259.75,63.567
2021-01-09 13:00:00+00:00,28259.75,28360.13,28144.17,28250.22,99.212
2021-01-09 14:00:00+00:00,28250.22,28338.06,27935.58,28017.21,33.1856
2021-01-09 15:00:00+00:00,28017.21,28075.22,27633.1,27681.96,27.0542
2021-01-09 16:00:00+00:00,27681.96,27736.28,27347.81,27444.05,21.1533
2021-01-09 17:00:00+00:00,27444.05,27502.2,27298.89,27356.61,59.973
2021-01-09 18:00:00+00:00,27356.61,27671.72,27275.11,27612.46,63.6801
2021-01-09 19:00:00+00:00,27612.46,27660.46,27163.27,27252.72,81.3044
2021-01-09 20:00:00+00:00,27252.72,27279.52,27171.03,27265.15,77.7766
2021-01-09 21:00:00+00:00,27265.15,27278.86,27106.29,27137.53,90.3287
2021-01-09 22:00:00+00:00,27137.53,27240.9,27040.06,27052.82,82.5195
2021-01-09 23:00:00+00:00,27052.82,27382.25,27027.02,27329.55,32.254
2021-01-10 00:00:00+00:00,27329.55,27585.92,27274.58,27481.14,60.029
2021-01-10 01:00:00+00:00,27481.14,27873.54,27425.59,27855.31,36.7671
2021-01-10 02:00:00+00:00,27855.31,27917.09,27751.65,27816.48,39.6807
2021-01-10 03:00:00+00:00,27816.48,27839.59,27584.05,27627.71,93.875
2021-01-10 04:00:00+00:00,27627.71,27655.69,27483.29,27570.07,71.3706
2021-01-10 05:00:00+00:00,27570.07,27644.48,27469.37,27641.15,97.7131
2021-01-10 06:00:00+00:00,27641.15,27707.33,27613.87,27694.16,47.5221
2021-01-10 07:00:00+00:00,27694.16,27795.72,27318.85,27399.58,58.3694
2021-01-10 08:00:00+00:00,27399.58,27463.77,27325.27,27428.49,53.8404
2021-01-10 09:00:00+00:00,27428.49,27562.17,27371.1,27495.29,19.6558
2021-01-10 10:00:00+00:00,27495.29,28252.95,27474.56,28200.49,31.3032
2021-01-10 11:00:00+00:00,28200.49,28785.12,28110.79,28739.08,57.4873
2021-01-10 12:00:00+00:00,28739.08,28800.22,28389.68,28499.18,16.0637
2021-01-10 13:00:00+00:00,28499.18,28520.53,28339.6,28421.66,93.8316
2021-01-10 14:00:00+00:00,28421.66,28534.05,27910.11,28012.96,21.1459
2021-01-10 15:00:00+00:00,28012.96,28104.65,27742.5,27852.15,27.8183
2021-01-10 16:00:00+00:00,27852.15,28027.28,27812.93,27944.38,78.8789
2021-01-10 17:00:00+00:00,27944.38,28340.67,27873.04,28287.63,18.7241
2021-01-10 18:00:00+00:00,28287.63,28304.93,28033.11,28086.36,91.025
2021-01-10 19:00:00+00:00,28086.36,28189.79,27797.28,27907.42,75.3131
2021-01-10 20:00:00+00:00,27907.42,27945.52,27308.4,27318.65,16.1759
2021-01-10 21:00:00+00:00,27318.65,27324.12,27233.34,27278.34,72.2662
2021-01-10 22:00:00+00:00,27278.34,27315.7,26899.57,26994.11,66.8466
2021-01-10 23:00:00+00:00,26994.11,27079.89,26825.09,26855.6,78.1614
2021-01-11 00:00:00+00:00,26855.6,26922.49,26541.24,26625.14,84.5378
2021-01-11 01:00:00+00:00,26625.14,26705.1,26563.31,26604.04,74.6516
2021-01-11 02:00:00+00:00,26604.04,26688.5,26041.94,26144.42,62.7559
2021-01-11 03:00:00+00:00,26144.42,26166.59,25676.47,25767.54,39.0217
2021-01-11 04:00:00+00:00,25767.54,26423.3,25736.48,26326.02,72.7546
2021-01-11 05:00:00+00:00,26326.02,26372.14,25913.09,25993.16,96.1274
2021-01-11 06:00:00+00:00,25993.16,26059.6,25678.84,25713.49,62.877
2021-01-11 07:00:00+00:00,25713.49,26194.36,25651.12,26194.12,69.791
2021-01-11 08:00:00+00:00,26194.12,27077.45,26125.13,26970.28,49.3415
2021-01-11 09:00:00+00:00,26970.28,27000.58,26571.68,26660.15,78.0509
2021-01-11 10:00:00+00:00,26660.15,26666.77,26563.54,26566.14,99.7901
2021-01-11 11:00:00+00:00,26566.14,26709.9,26542.74,26661.03,24.435
2021-01-11 12:00:00+00:00,26661.03,27144.0,26585.11,27130.0,28.2165
2021-01-11 13:00:00+00:00,27130.0,27146.53,26807.05,26867.61,58.5494
2021-01-11 14:00:00+00:00,26867.61,26935.56,26752.67,26805.81,53.3238
2021-01-11 15:00:00+00:00,26805.81,27061.51,26799.89,27019.04,61.4413
2021-01-11 16:00:00+00:00,27019.04,27240.92,26981.4,27140.84,14.4167
2021-01-11 17:00:00+00:00,27140.84,27175.49,26949.42,27043.0,46.3849
2021-01-11 18:00:00+00:00,27043.0,27121.55,27007.54,27010.88,62.468
2021-01-11 19:00:00+00:00,27010.88,27060.7,26603.8,26646.05,62.6672
2021-01-11 20:00:00+00:00,26646.05,26716.39,26486.14,26586.65,69.1601
2021-01-11 21:00:00+00:00,26586.65,26650.42,26514.5,26519.9,74.8194
2021-01-11 22:00:00+00:00,26519.9,26635.8,26440.37,26585.53,67.7392
2021-01-11 23:00:00+00:00,26585.53,26686.56,26415.02,26442.27,81.1219
2021-01-12 00:00:00+00:00,26442.27,26607.66,26350.61,26571.23,66.2285
2021-01-12 01:00:00+00:00,26571.23,26864.75,26491.94,26845.72,58.3757
2021-01-12 02:00:00+00:00,26845.72,26964.45,26750.61,26891.51,64.5577
2021-01-12 03:00:00+00:00,26891.51,27081.65,26868.28,26990.32,19.1074
2021-01-12 04:00:00+00:00,26990.32,27013.07,26932.96,27008.72,34.5841
2021-01-12 05:00:00+00:00,27008.72,27061.37,26924.53,27012.79,57.466
2021-01-12 06:00:00+00:00,27012.79,27109.23,26796.24,26822.6,88.5688
2021-01-12 07:00:00+00:00,26822.6,26992.36,26797.85,26911.67,71.1146
2021-01-12 08:00:00+00:00,26911.67,27018.43,26886.61,26889.53,18.1367
2021-01-12 09:00:00+00:00,26889.53,27520.8,26786.43,27462.42,63.3047
2021-01-12 10:00:00+00:00,27462.42,27975.77,27384.43,27902.11,29.9564
2021-01-12 11:00:00+00:00,27902.11,28048.07,27831.17,28014.18,76.0615
2021-01-12 12:00:00+00:00,28014.18,28120.35,27722.65,27805.4,84.4697
2021-01-12 13:00:00+00:00,27805.4,27846.14,27443.44,27501.93,63.4111
2021-01-12 14:00:00+00:00,27501.93,27917.87,27449.55,27835.65,63.2226
2021-01-12 15:00:00+00:00,27835.65,27958.08,27785.59,27913.07,40.4732
2021-01-12 16:00:00+00:00,27913.07,28114.66,27841.56,28051.62,50.1625
2021-01-12 17:00:00+00:00,28051.62,28132.38,27548.39,27570.61,87.7698
2021-01-12 18:00:00+00:00,27570.61,27888.34,27472.68,27831.68,75.0988
2021-01-12 19:00:00+00:00,27831.68,28064.09,27741.31,27962.63,56.7778
2021-01-12 20:00:00+00:00,27962.63,28009.53,27619.32,27657.99,43.1409
2021-01-12 21:00:00+00:00,27657.99,27729.58,27468.29,27532.02,14.5342
2021-01-12 22:00:00+00:00,27532.02,27646.67,27516.48,27608.86,22.8707
2021-01-12 23:00:00+00:00,27608.86,27672.6,27501.48,27627.49,27.3723
2021-01-13 00:00:00+00:00,27627.49,27676.12,27451.52,27551.02,43.6045
2021-01-13 01:00:00+00:00,27551.02,27564.89,27425.15,27526.65,94.9729
2021-01-13 02:00:00+00:00,27526.65,27536.75,27425.01,27461.5,55.4638
2021-01-13 03:00:00+00:00,27461.5,27581.0,27442.92,27507.55,31.1356
2021-01-13 04:00:00+00:00,27507.55,27992.71,27484.25,27919.51,19.5175
2021-01-13 05:00:00+00:00,27919.51,27993.54,27206.31,27216.11,40.4475
2021-01-13 06:00:00+00:00,27216.11,27218.26,27142.75,27155.79,83.4158
2021-01-13 07:00:00+00:00,27155.79,27243.39,27148.05,27207.85,44.5009
2021-01-13 08:00:00+00:00,27207.85,27314.19,27100.13,27292.6,79.5255
2021-01-13 09:00:00+00:00,27292.6,27377.55,27187.3,27195.36,82.2434
2021-01-13 10:00:00+00:00,27195.36,27288.98,26711.62,26725.79,19.9739
2021-01-13 11:00:00+00:00,26725.79,26844.08,26637.36,26817.62,64.7794
2021-01-13 12:00:00+00:00,26817.62,27361.87,26755.38,27288.97,96.3186
2021-01-13 13:00:00+00:00,27288.97,27303.09,26794.36,26877.62,46.1924
2021-01-13 14:00:00+00:00,26877.62,27144.71,26809.79,27114.87,14.585
2021-01-13 15:00:00+00:00,27114.87,27129.91,26934.61,27029.99,93.0972
2021-01-13 16:00:00+00:00,27029.99,27060.65,26948.47,27017.47,89.53
2021-01-13 17:00:00+00:00,27017.47,27090.39,26682.67,26738.51,56.9927
2021-01-13 18:00:00+00:00,26738.51,26835.87,26577.24,26653.23,59.7028
2021-01-13 19:00:00+00:00,26653.23,27027.92,26605.53,27006.04,29.0567
2021-01-13 20:00:00+00:00,27006.04,27226.84,26968.66,27167.93,83.7506
2021-01-13 21:00:00+00:00,27167.93,27724.38,27117.11,27646.81,54.874
2021-01-13 22:00:00+00:00,27646.81,28085.09,27628.04,27978.45,13.049
2021-01-13 23:00:00+00:00,27978.45,28174.37,27889.3,28105.78,71.4713
2021-01-14 00:00:00+00:00,28105.78,28633.71,28076.47,28604.52,95.5447
2021-01-14 01:00:00+00:00,28604.52,28806.57,28586.95,28734.68,84.6235
2021-01-14 02:00:00+00:00,28734.68,29015.08,28706.36,28977.93,34.9478
2021-01-14 03:00:00+00:00,28977.93,29091.07,28799.12,28896.45,14.7993
2021-01-14 04:00:00+00:00,28896.45,28966.26,28858.28,28920.02,94.6316
2021-01-14 05:00:00+00:00,28920.02,28999.32,28644.52,28723.34,94.3356
2021-01-14 06:00:00+00:00,28723.34,29016.04,28624.94,29013.34,57.9174
2021-01-14 07:00:00+00:00,29013.34,29059.77,28668.87,28677.79,67.8086
2021-01-14 08:00:00+00:00,28677.79,29008.55,28590.03,28907.36,51.634
2021-01-14 09:00:00+00:00,28907.36,28977.92,28821.12,28856.63,47.7789
2021-01-14 10:00:00+00:00,28856.63,29252.83,28831.63,29200.98,20.7504
2021-01-14 11:00:00+00:00,29200.98,29535.64,29120.51,29425.48,18.7078
2021-01-14 12:00:00+00:00,29425.48,30072.99,29318.4,29970.62,30.9459
2021-01-14 13:00:00+00:00,29970.62,30233.88,29935.25,30194.96,85.2977
2021-01-14 14:00:00+00:00,30194.96,30260.74,29660.82,29728.46,23.1249
2021-01-14 15:00:00+00:00,29728.46,29786.71,29678.57,29713.02,30.4029
2021-01-14 16:00:00+00:00,29713.02,29788.16,29306.1,29371.22,59.3753
2021-01-14 17:00:00+00:00,29371.22,29410.47,29151.08,29223.77,29.3618
2021-01-14 18:00:00+00:00,29223.77,29702.2,29152.42,29673.21,24.6886
2021-01-14 19:00:00+00:00,29673.21,29976.51,29599.2,29867.47,60.6985
2021-01-14 20:00:00+00:00,29867.47,29977.85,29647.87,29663.9,43.1284
